;freq[Hz];re:Trc1_S11;im:Trc1_S11;re:Trc2_S21;im:Trc2_S21;location
0;2400000000.0;0.1572955548763275;0.0628041997551918;0.0005030534230172634;0.004841003101319075;3
1;2400166666.666667;0.1573615223169327;0.06112981587648392;0.0008632494718767703;0.004674233496189117;3
2;2400333333.333334;0.1570709198713303;0.0591709092259407;0.0008442992111667991;0.004677788354456425;3
3;2400500000.0;0.1572484821081162;0.05720103532075882;0.001085560885258019;0.004683633334934712;3
4;2400666666.666667;0.1570241451263428;0.05529782176017761;0.001171192969195545;0.004755945410579443;3
5;2400833333.333334;0.1573446691036224;0.05335471406579018;0.00126580847427249;0.004731632303446531;3
6;2401000000.0;0.1574292331933975;0.05114454030990601;0.001481022569350898;0.004692740738391876;3
7;2401166666.666667;0.1575271785259247;0.04901613295078278;0.001757027814164758;0.0045765764079988;3
8;2401333333.333334;0.1577757745981216;0.04716569557785988;0.001823637518100441;0.004546189680695534;3
9;2401500000.0;0.1583096832036972;0.04489411413669586;0.001956301042810082;0.004469706676900387;3
10;2401666666.666667;0.1587019860744476;0.04307962208986282;0.002263453789055347;0.004406486637890339;3
11;2401833333.333334;0.1590819358825684;0.04093526676297188;0.002307863440364599;0.004426395520567894;3
12;2402000000.0;0.1592574566602707;0.03902564570307732;0.002619557781144977;0.004305823240429163;3
13;2402166666.666667;0.16013203561306;0.03693362697958946;0.002795388922095299;0.00413377583026886;3
14;2402333333.333334;0.1607563197612763;0.03497973829507828;0.003094878513365984;0.004010269418358803;3
15;2402500000.0;0.1616068780422211;0.03313419595360756;0.003068777732551098;0.00397274736315012;3
16;2402666666.666667;0.1622341573238373;0.03158299252390862;0.003375855274498463;0.00363455293700099;3
17;2402833333.333334;0.1630978733301163;0.02992820367217064;0.003699745517224073;0.003625322598963976;3
18;2403000000.0;0.1637776046991348;0.02838372811675072;0.003758742474019527;0.003625681390985847;3
19;2403166666.666667;0.1649172753095627;0.02684885263442993;0.003743779379874468;0.003126187017187476;3
20;2403333333.333334;0.1658174842596054;0.02532591857016087;0.004076706245541573;0.003094583284109831;3
21;2403500000.0;0.166503518819809;0.02405230514705181;0.004082261119037867;0.002899434417486191;3
22;2403666666.666667;0.1676440834999085;0.02263222262263298;0.004219017922878265;0.002708055777475238;3
23;2403833333.333334;0.1687057614326477;0.02146617136895657;0.004313166253268719;0.002430291147902608;3
24;2404000000.0;0.1696883738040924;0.02030884474515915;0.004350181203335524;0.002374363364651799;3
25;2404166666.666667;0.1706314831972122;0.01911253668367863;0.004597884137183428;0.001954288221895695;3
26;2404333333.333334;0.1716297417879105;0.01825957931578159;0.004422701895236969;0.001777259865775704;3
27;2404500000.0;0.1724516004323959;0.0172916017472744;0.004543638788163662;0.001628846279345453;3
28;2404666666.666667;0.1736794263124466;0.01642331667244434;0.004681112244725227;0.001445039524696767;3
29;2404833333.333334;0.174307331442833;0.01584173925220966;0.004816186148673296;0.001024695462547243;3
30;2405000000.0;0.1752362549304962;0.01508861593902111;0.004670192953199148;0.0009061475866474212;3
31;2405166666.666667;0.1759683340787888;0.01462587062269449;0.004644650965929031;0.0006776105146855116;3
32;2405333333.333334;0.1768341958522797;0.01389970537275076;0.004534470848739147;0.0004421952180564404;3
33;2405500000.0;0.1775620728731155;0.01353275030851364;0.004663104191422463;0.0002277688763570041;3
34;2405666666.666667;0.1781395375728607;0.01319903321564198;0.004453316330909729;4.349520531832241e-05;3
35;2405833333.333334;0.1786041259765625;0.0128902904689312;0.004355587996542454;-9.337348456028848e-05;3
36;2406000000.0;0.1793313473463059;0.01231780741363764;0.004545162431895733;-0.0004502697556745261;3
37;2406166666.666667;0.1794759184122086;0.01213488541543484;0.004360007122159004;-0.0004045919049531221;3
38;2406333333.333334;0.1800870895385742;0.01187951304018498;0.004219003021717072;-0.0006809186888858676;3
39;2406500000.0;0.1802815049886704;0.01147239189594984;0.00404740683734417;-0.0008502733544446528;3
40;2406666666.666667;0.1803197115659714;0.0111545491963625;0.003976864740252495;-0.0008903421694412827;3
41;2406833333.333334;0.1804837286472321;0.01106871571391821;0.003868036670610309;-0.001067470409907401;3
42;2407000000.0;0.1806091368198395;0.01055070571601391;0.003764882450923324;-0.001267745741643012;3
43;2407166666.666667;0.1806094497442246;0.01040184590965509;0.003804929088801146;-0.001397995860315859;3
44;2407333333.333334;0.1803812980651856;0.009816917590796947;0.003579323645681143;-0.00144290248863399;3
45;2407500000.0;0.1802384406328201;0.00957958959043026;0.003399555804207921;-0.001443330547772348;3
46;2407666666.666667;0.1799184679985046;0.009123214520514011;0.003504908178001642;-0.001587120699696243;3
47;2407833333.333334;0.1793896108865738;0.008376860059797764;0.003364951349794865;-0.001803369843401015;3
48;2408000000.0;0.1791315674781799;0.007817072793841362;0.003205044195055962;-0.001806093030609191;3
49;2408166666.666667;0.1786157786846161;0.007226121611893177;0.003214034019038081;-0.001800507190637291;3
50;2408333333.333334;0.1782656908035278;0.006529032718390226;0.003065730910748243;-0.001939492765814066;3
51;2408500000.0;0.1775690019130707;0.005637957248836756;0.0027646420057863;-0.001922383904457092;3
52;2408666666.666667;0.1769291311502457;0.004593172110617161;0.002930567599833012;-0.002129410393536091;3
53;2408833333.333334;0.1762050092220306;0.003483343869447708;0.002948420820757747;-0.00208480074070394;3
54;2409000000.0;0.1756224632263184;0.002492473693564534;0.002744817407801747;-0.002005192218348384;3
55;2409166666.666667;0.1750468015670776;0.001281440141610801;0.002585049485787749;-0.002139627933502197;3
56;2409333333.333334;0.1742771714925766;3.851924645914551e-07;0.002417627722024918;-0.002220211317762733;3
57;2409500000.0;0.1735776364803314;-0.001309390645474196;0.00241130031645298;-0.002314716344699264;3
58;2409666666.666667;0.1729339212179184;-0.002871531760320067;0.002233826322481036;-0.002397795673459768;3
59;2409833333.333334;0.1721539348363876;-0.004216064233332872;0.002094337018206716;-0.002271720441058278;3
60;2410000000.0;0.1715685129165649;-0.005506468936800957;0.002118453849107027;-0.002305342815816402;3
61;2410166666.666667;0.1708154827356339;-0.007365000899881125;0.002119720913469791;-0.002522683935239911;3
62;2410333333.333334;0.1704214811325073;-0.00895391870290041;0.001987878931686282;-0.002428556093946099;3
63;2410500000.0;0.1697811633348465;-0.010878911241889;0.001906520919874311;-0.002609814051538706;3
64;2410666666.666667;0.1694367527961731;-0.01266750972718;0.001902667456306517;-0.002580860396847129;3
65;2410833333.333334;0.1692394018173218;-0.01438100542873144;0.001728359144181013;-0.002503190189599991;3
66;2411000000.0;0.1686956882476807;-0.01630926504731178;0.001817960292100906;-0.002802083501592279;3
67;2411166666.666667;0.1683857887983322;-0.01828441955149174;0.00153475848492235;-0.002741432981565595;3
68;2411333333.333334;0.1682651191949844;-0.02019152790307999;0.001307065133005381;-0.002838423009961844;3
69;2411500000.0;0.1680672019720078;-0.02223324961960316;0.001369778183288872;-0.002940716920420528;3
70;2411666666.666667;0.1681169122457504;-0.02394842356443405;0.001262935227714479;-0.00280523719266057;3
71;2411833333.333334;0.1680658310651779;-0.02603738941252232;0.001250637811608613;-0.002895662561058998;3
72;2412000000.0;0.1681768447160721;-0.0279889889061451;0.001118505955673754;-0.002960249083116651;3
73;2412166666.666667;0.1681589484214783;-0.02992662973701954;0.0009199603809975088;-0.002982923295348883;3
74;2412333333.333334;0.1686655282974243;-0.03183706849813461;0.0007103683892637491;-0.003002661745995283;3
75;2412500000.0;0.1687509566545487;-0.033704973757267;0.0007198864477686584;-0.002960653975605965;3
76;2412666666.666667;0.1691588908433914;-0.03590245917439461;0.000493509927764535;-0.003138382220640779;3
77;2412833333.333334;0.1696308702230454;-0.03737136349081993;0.0003725220449268818;-0.003102465299889445;3
78;2413000000.0;0.1700769811868668;-0.03916993364691734;0.0004149003943894059;-0.00295553938485682;3
79;2413166666.666667;0.1703100353479385;-0.04082157835364342;2.831564052030444e-05;-0.00312768155708909;3
80;2413333333.333334;0.1708732545375824;-0.04257997497916222;6.02256586716976e-05;-0.002893659984692931;3
81;2413500000.0;0.1713052988052368;-0.04412855580449104;-0.0002614029799588025;-0.002933019306510687;3
82;2413666666.666667;0.1720099300146103;-0.04576023295521736;-0.0002636746212374419;-0.002782071707770228;3
83;2413833333.333334;0.1726184189319611;-0.04717766121029854;-0.0003914341796189547;-0.002809552010148764;3
84;2414000000.0;0.1731555908918381;-0.04867752268910408;-0.000559240288566798;-0.002848201664164662;3
85;2414166666.666667;0.173734188079834;-0.04986922442913055;-0.0006721891695633531;-0.002667329739779234;3
86;2414333333.333334;0.1741742938756943;-0.0510224923491478;-0.0007811590330675244;-0.002580034779384732;3
87;2414500000.0;0.1750913113355637;-0.05210886895656586;-0.0008847342687658966;-0.002629622118547559;3
88;2414666666.666667;0.1754973828792572;-0.05293173342943192;-0.0009452318772673608;-0.002607974223792553;3
89;2414833333.333334;0.1759149432182312;-0.05413782224059105;-0.001099495450034738;-0.002514550462365151;3
90;2415000000.0;0.1761780232191086;-0.05485428869724274;-0.001303356606513262;-0.002275527222082019;3
91;2415166666.666667;0.176734670996666;-0.05561046302318573;-0.001265763072296977;-0.002243028255179524;3
92;2415333333.333334;0.1772682666778565;-0.05648285150527954;-0.001491860020905733;-0.001996552105993033;3
93;2415500000.0;0.1775146871805191;-0.0568050853908062;-0.001439504558220506;-0.001971199410036206;3
94;2415666666.666667;0.1777830421924591;-0.05734621733427048;-0.001317083719186485;-0.001966278068721294;3
95;2415833333.333334;0.1780272722244263;-0.05785207822918892;-0.001183668384328485;-0.0016565325204283;3
96;2416000000.0;0.1780056804418564;-0.05831319466233254;-0.001397302141413093;-0.001576396636664867;3
97;2416166666.666667;0.1782773286104202;-0.05852754414081574;-0.001460125087760389;-0.001614499371498823;3
98;2416333333.333334;0.1780907958745956;-0.05891891568899155;-0.001479938393458724;-0.001456725876778364;3
99;2416500000.0;0.1779011487960815;-0.05923795700073242;-0.001598093193024397;-0.001322700525633991;3
100;2416666666.666667;0.1777590364217758;-0.05933663994073868;-0.00163082149811089;-0.001313545391894877;3
101;2416833333.333334;0.1774587333202362;-0.05967793613672257;-0.001364175928756595;-0.001130842021666467;3
102;2417000000.0;0.1769408285617828;-0.05996619164943695;-0.00151888735126704;-0.001062444527633488;3
103;2417166666.666667;0.1764562278985977;-0.0600343830883503;-0.001354556414298713;-0.000925462692975998;3
104;2417333333.333334;0.1759425401687622;-0.06017035618424416;-0.001362167415209115;-0.0008461759425699711;3
105;2417500000.0;0.1751725375652313;-0.06065787747502327;-0.001337994821369648;-0.0007588248699903488;3
106;2417666666.666667;0.1745467036962509;-0.06084886565804482;-0.00123845727648586;-0.0007215272635221481;3
107;2417833333.333334;0.1738173514604569;-0.06100091338157654;-0.001218961086124182;-0.0006620613276027143;3
108;2418000000.0;0.1727656871080399;-0.06142711266875267;-0.0012174112489447;-0.0004858272441197187;3
109;2418166666.666667;0.1718447953462601;-0.0616612546145916;-0.0009389619226567448;-0.0003314420464448631;3
110;2418333333.333334;0.1711312234401703;-0.06223846599459648;-0.001135281403549016;-0.0004400600446388125;3
111;2418500000.0;0.1700361222028732;-0.06255533546209335;-0.001042089308612049;-0.0003916099667549133;3
112;2418666666.666667;0.1689780503511429;-0.063008151948452;-0.001041697338223457;-0.0003655592445284128;3
113;2418833333.333334;0.1675788760185242;-0.06372780352830887;-0.00088776700431481;-0.0002240873145638034;3
114;2419000000.0;0.1662680208683014;-0.0642937421798706;-0.0007184352725744247;-0.0002403749967925251;3
115;2419166666.666667;0.1652828007936478;-0.06505753844976425;-0.0006618057377636433;-0.0002889322058763355;3
116;2419333333.333334;0.1639935970306397;-0.06550103425979614;-0.0006232958403415978;-0.0003239287179894745;3
117;2419500000.0;0.1629147380590439;-0.06671511381864548;-0.0006128682871349156;-0.0002965154708363116;3
118;2419666666.666667;0.1616622656583786;-0.06772183626890182;-0.0005371603183448315;-0.0002716253220569342;3
119;2419833333.333334;0.1605662256479263;-0.06849409639835358;-0.0004797122674062848;-0.0002553728118073195;3
120;2420000000.0;0.1594731956720352;-0.06967823952436447;-0.000400797463953495;-0.0003247301501687616;3
121;2420166666.666667;0.158266618847847;-0.0709061324596405;-0.0002688236127141863;-0.0003234217583667487;3
122;2420333333.333334;0.1572074890136719;-0.07212989032268524;-0.0002107972541125491;-0.0004594695928972215;3
123;2420500000.0;0.1564396619796753;-0.07308945804834366;-0.000184931283001788;-0.000364467385224998;3
124;2420666666.666667;0.1551593095064163;-0.07444402575492859;-0.0002941082639154047;-0.0005563598242588341;3
125;2420833333.333334;0.1544833779335022;-0.07606779038906097;-0.0002472988562658429;-0.0006005965988151729;3
126;2421000000.0;0.1534755080938339;-0.07760263979434967;-0.000184170319698751;-0.0005995679530315101;3
127;2421166666.666667;0.1529988646507263;-0.0791289433836937;-0.0002015402133110911;-0.0007213685312308371;3
128;2421333333.333334;0.1522750854492188;-0.08051645010709763;-7.391124381683767e-05;-0.0008390722796320915;3
129;2421500000.0;0.1515694111585617;-0.08216708153486252;-0.0001671498903306201;-0.000920367834623903;3
